00100,エトロフ島
00101,宗谷岬
00102,知床岬
00103,根室半島
00104,えりも岬
00105,積丹半島
00106,奥尻島
00107,室蘭
00200,八戸
00201,宮古
00202,牡鹿半島
00203,いわき
00204,男鹿半島
00205,酒田
00300,犬吠崎
00301,館山
00302,八丈島
00303,父島
00304,石廊崎
00305,御前崎
00306,志摩半島
00307,新潟
00308,輪島
00309,福井
00500,大阪
00501,広島
00502,潮岬
00503,室戸岬
00504,足摺岬
00505,丹後半島
00506,松江
00700,宮崎
00701,枕崎
00702,種子島
00703,下関
00704,対馬
00705,長崎
00706,奄美大島
00800,那覇
00801,石垣島
00802,南大東島
