石川,56905,雪,七尾,ななお,"",1,136,59,58,昭55.12.1
石川,56907,官,金沢,かなざわ,"",35,136,38,6,平9.3.3
石川,56910,雪,白山河内,はくさんかわち,"",23,136,37,136,昭55.12.1
石川,56915,雪,加賀菅谷,かがすがたに,"",13,136,21,83,昭55.12.1
福井,57900,雪,九頭竜,くずりゅう,"",54,136,40,436,昭57.10.15
福井,57903,官,福井,ふくい,"",3,136,13,9,平9.3.3
福井,57905,雪,大野,おおの,"",58,136,29,182,昭55.10.30
福井,57910,雪,今庄,いまじょう,"",46,136,12,128,昭55.10.30
福井,57913,官,敦賀,つるが,"",39,136,3,2,平10.3.2
福井,57915,雪,小浜,おばま,"",29,135,46,10,昭55.10.29
福井,57920,雪,武生,たけふ,"",54,136,10,32,平元.11.1
滋賀,60900,雪,柳ケ瀬,やながせ,"",34,136,11,220,昭56.11.9
滋賀,60905,雪,今津,いまづ,"",24,136,1,88,昭56.11.9
滋賀,60911,雪,米原,まいばら,"",23,136,20,147,平13.3.30
滋賀,60915,官,彦根,ひこね,"",16,136,14,87,平13.3.1
京都,61900,雪,峰山,みねやま,"",37,135,4,23,昭56.11.21
京都,61905,官,舞鶴,まいづる,"",27,135,19,2,平13.3.1
京都,61910,雪,美山,みやま,"",16,135,33,200,昭56.11.21
京都,61915,官,京都,きょうと,"",0,135,43,41,平13.3.1
大阪,62900,官,大阪,おおさか,"",40,135,31,23,平23.4.1
兵庫,63900,雪,香住,かすみ,"",37,134,37,5,昭56.11.9
兵庫,63905,官,豊岡,とよおか,"",32,134,49,3,平13.3.1
兵庫,63911,雪,兎和野高原,うわのこうげん,"",25,134,35,540,平17.12.14
兵庫,63915,雪,和田山,わだやま,"",19,134,50,80,昭56.11.9
兵庫,63950,官,神戸,こうべ,"",41,135,12,5,平24.12.18
奈良,64900,官,奈良,なら,"",41,135,49,104,平24.12.18
和歌山,65900,官,和歌山,わかやま,"",13,135,9,14,平24.12.18
岡山,66900,雪,上長田,かみながた,"",17,133,43,430,平2.11.1
岡山,66910,雪,千屋,ちや,"",6,133,26,525,平2.11.1
岡山,66915,雪,今岡,いまおか,"",5,134,19,207,平3.12.1
岡山,66920,官,津山,つやま,"",3,134,0,146,平14.3.1
