00,津波なし,
00050,警報解除,大津波警報または津波警報の解除
00051,津波警報,
00052,大津波警報,
00053,大津波警報：発表,"大津波警報の新規発表または切替（移行措置用電文のCodeには""52""を記載する）"
00060,津波注意報解除,
00062,津波注意報,
00071,津波予報（若干の海面変動）,
00072,津波予報（若干の海面変動）,津波注意報解除、津波予報（若干の海面変動）への切替
00073,津波予報（若干の海面変動）,大津波警報または津波警報の解除、津波予報（若干の海面変動）への切替
