01253,スールー海
01254,フィリピン諸島、パナイ
01255,フィリピン諸島、セブ
01256,フィリピン諸島、レイテ
01257,フィリピン諸島、ネグロス
01258,フィリピン諸島、スールー諸島
01259,フィリピン諸島、ミンダナオ
01260,フィリピン諸島東方
01261,カリマンタン
01262,セレベス海
01263,インドネシア、タラウド諸島
01264,インドネシア、ハルマヘラ北方
01265,インドネシア、スラウェシ、ミナハサ半島
01266,モルッカ海
01267,インドネシア、ハルマヘラ
01268,インドネシア、スラウェシ
01269,スラ諸島
01270,セラム海
01271,インドネシア、ブル
01272,インドネシア、セラム
01273,インドネシア、スマトラ南西方
01274,インドネシア、スマトラ南部
01275,ジャワ海
01276,スンダ海峡
01277,インドネシア、ジャワ
01278,バリ海
01279,フローレス海
01280,バンダ海
01281,インドネシア、タニンバル諸島
01282,インドネシア、ジャワ南方
01283,インドネシア、バリ
01284,インドネシア、バリ南方
01285,インドネシア、スンバワ
01286,インドネシア、フローレス
01287,インドネシア、スンバ
01288,サブ海
01289,ティモール島
01290,ティモール海
01291,インドネシア、スンバワ南方
01292,インドネシア、スンバ南方
01293,ティモール南方
01294,ミャンマー／インド国境
01295,ミャンマー／バングラデシュ国境
01296,ミャンマー
01297,ミャンマー／中国国境
01298,ミャンマー南岸
01299,アジア南東部
01300,中国、海南島
01301,南シナ海
01302,カシミール東部
01303,カシミール／インド境界
01304,カシミール／チベット自治区（中国）境界
01305,チベット自治区西部（中国）／インド国境
01306,チベット自治区（中国）
01307,中国、スーチョワン（四川）省
01308,インド北部
01309,ネパール／インド国境
01310,ネパール
01311,インド、シッキム州
01312,ブータン
01313,チベット自治区東部（中国）／インド国境
01314,インド南部
01315,インド／バングラデシュ国境
01316,バングラデシュ
01317,インド北東部
01318,中国、ユンナン（雲南）省
01319,ベンガル湾
01320,キルギス／シンチアンウイグル自治区（中国）国境
01321,中国、シンチアンウイグル自治区南部
01322,中国、カンスー（甘粛）省
01323,中国、ネイモンクー（内蒙古）自治区西部
01324,カシミール／シンチアンウイグル自治区（中国）境界
01325,中国、チンハイ（青海）省
01326,ロシア、シベリア南西部
01327,ロシア、バイカル湖
01328,ロシア、バイカル湖東方
01329,カザフスタン東部
01330,キルギス、イシククル湖
01331,カザフスタン／シンチアンウイグル自治区（中国）国境
01332,中国、シンチアンウイグル自治区北部
01333,ロシア／モンゴル国境
01334,モンゴル
01335,ロシア、ウラル山脈
01336,カザフスタン西部
01337,コーカサス
01338,カスピ海
01339,ウズベキスタン
01340,トルクメニスタン
01341,トルクメニスタン／イラン国境
01342,トルクメニスタン／アフガニスタン国境
01343,トルコ／イラン国境
01344,イラン／アルメニア／アゼルバイジャン国境
01345,イラン
01346,イラン／イラク国境
01347,イラン
01348,イラン
01349,アフガニスタン
01350,アフガニスタン
01351,アラビア半島東部
01352,ペルシャ湾
01353,イラン
01354,パキスタン南西部
01355,オマーン湾
01356,パキスタン沖
01357,ウクライナ／モルドバ／ロシア南西部
01358,ルーマニア
01359,ブルガリア
01360,黒海
01361,ウクライナ、クリミア
01362,コーカサス
01363,ギリシャ／ブルガリア国境
01364,ギリシャ
01365,エーゲ海
01366,トルコ
01367,トルコ／ジョージア／アルメニア国境
01368,ギリシャ南部
01369,ギリシャ、ドデカネス諸島
01370,ギリシャ、クレタ
01371,地中海東部
01372,キプロス
01373,死海
01374,ヨルダン／シリア
01375,イラク
01376,ポルトガル
01377,スペイン
01378,ピレネー山脈
01379,フランス南岸
01380,フランス、コルシカ
01381,イタリア中央部
01382,アドリア海
01383,バルカン半島北西部
01384,ジブラルタル西方
01385,ジブラルタル海峡
01386,スペイン、バレアレス諸島
01387,地中海西部
01388,イタリア、サルデーニャ
01389,ティレニア海
01390,イタリア南部
01391,アルバニア
01392,ギリシャ／アルバニア国境
01393,ポルトガル、マデイラ諸島
01394,スペイン、カナリア諸島
01395,モロッコ
01396,アルジェリア北部
01397,チュニジア
01398,イタリア、シチリア
01399,イオニア海
01400,地中海中央部
01401,リビア沿岸
01402,北大西洋
01403,大西洋中央海嶺北部
01404,アゾレス諸島
01405,アゾレス諸島
01406,大西洋中央海嶺中部
01407,アセンション島北方
01408,アセンション島
01409,南大西洋
01410,大西洋中央海嶺南部
01411,トリスタンダクーニャ諸島
01412,ブーヴェ島
01413,アフリカ南西方
01414,大西洋南東部
01415,アデン湾
01416,ソコトラ島
01417,アラビア海
01418,インド、ラクシャドウィープ
01419,ソマリア北東部
01420,北インド洋
01421,カールスバーグ海嶺
01422,モルディブ諸島
01423,ラカディブ海
01424,スリランカ
01425,南インド洋
01426,チャゴス諸島
01427,モーリシャス／レユニオン
01428,南西インド洋海嶺
01429,中央インド洋海嶺
01430,アフリカ南方
01431,南アフリカ、プリンスエドワード諸島
01432,クロゼ諸島
01433,ケルゲレン諸島
01434,ブロークン海嶺
01435,南東インド洋海嶺
01436,ケルゲレン海台南部
01437,オーストラリア南方
01438,カナダ、サスカチュワン州
01439,カナダ、マニトバ州
01440,ハドソン湾
01441,カナダ、オンタリオ州
01442,カナダ、ハドソン海峡
01443,カナダ、ケベック州北部
01444,デービス海峡
01445,カナダ、ラブラドル
01446,ラブラドル海
01447,カナダ、ケベック州南部
01448,カナダ、ガスペ半島
01449,カナダ、ケベック州東部
01450,カナダ、アンチコスチ島
01451,カナダ、ニューブランズウィック州
01452,カナダ、ノバスコシア州
01453,カナダ、プリンスエドワード島
01454,セントローレンス湾
01455,カナダ、ニューファンドランド
01456,米国、モンタナ州
01457,米国、アイダホ州
01458,米国、モンタナ州ヘブゲン湖
01459,米国、ワイオミング州イエローストーン
01460,米国、ワイオミング州
01461,米国、ノースダコタ州
01462,米国、サウスダコタ州
01463,米国、ネブラスカ州
01464,米国、ミネソタ州
01465,米国、アイオワ州
01466,米国、ウィスコンシン州
01467,米国、イリノイ州
01468,米国、ミシガン州
01469,米国、インディアナ州
01470,カナダ、オンタリオ州南部
01471,米国、オハイオ州
01472,米国、ニューヨーク州
01473,米国、ペンシルバニア州
01474,米国、バーモント／ニューハンプシャー州
01475,米国、メーン州
01476,米国、ニューイングランド南部
01477,米国、メーン湾
01478,米国、ユタ州
01479,米国、コロラド州
01480,米国、カンザス州
01481,米国、アイオワ／ミズーリ州境
01482,米国、ミズーリ／カンザス州境
01483,米国、ミズーリ州
01484,米国、ミズーリ／アーカンソー州境
01485,米国、ミズーリ／イリノイ州境
01486,米国、ミズーリ州
01487,米国、ミズーリ州
01488,米国、イリノイ州南部
01489,米国、インディアナ州南部
01490,米国、ケンタッキー州
01491,米国、ウェストバージニア州
01492,米国、バーニジア州
01493,米国、チェサピーク湾
01494,米国、ニュージャージー州
01495,米国、アリゾナ州
01496,米国、ニューメキシコ州
01497,米国、テキサス州北西部／オクラホマ州境
01498,米国、テキサス州西部
01499,米国、オクラホマ州
01500,米国、テキサス州中部
01501,米国、アーカンソー／オクラホマ州境
01502,米国、アーカンソー州
01503,米国、ルイジアナ／テキサス州境
01504,米国、ルイジアナ州
01505,米国、ミシシッピ州
01506,米国、テネシー州
01507,米国、アラバマ州
01508,米国、フロリダ州西部
01509,米国、ジョージア州
01510,米国、フロリダ／ジョージア州境
01511,米国、サウスカロライナ州
01512,米国、ノースカロライナ州
01513,米国東方沖
01514,米国、フロリダ半島
01515,バハマ諸島
01516,アリゾナ州（米国）／ソノラ州（メキシコ）境
01517,ニューメキシコ州（米国）／チワワ州（メキシコ）境
01518,テキサス州（米国）／メキシコ国境
01519,米国、テキサス州南部
01520,米国、テキサス州沿岸
01521,メキシコ、チワワ州
01522,メキシコ北部
01523,メキシコ中部
01524,メキシコ、ハリスコ州
01525,メキシコ、ベラクルス州
01526,メキシコ湾
01527,カンペチェ湾
01528,ブラジル
01529,ガイアナ
01530,スリナム
01531,仏領ギアナ
01532,アイルランド
01533,イギリス
01534,北海
01535,ノルウェー南部
01536,スウェーデン
01537,バルト海
01538,フランス
01539,ビスケー湾
01540,オランダ
01541,ベルギー
01542,デンマーク
01543,ドイツ
01544,スイス
01545,イタリア北部
01546,オーストリア
01547,チェコ及びスロバキア
01548,ポーランド
01549,ハンガリー
01550,アフリカ北西部
01551,アルジェリア南部
01552,リビア
01553,エジプト
01554,紅海
01555,アラビア半島西部
01556,チャド
01557,スーダン
01558,エチオピア
01559,アデン湾
01560,ソマリア北西部
01561,北西アフリカ南方沖
01562,カメルーン
01563,赤道ギニア
01564,中央アフリカ共和国
01565,ガボン
01566,コンゴ共和国
01567,コンゴ民主共和国
01568,ウガンダ
01569,ビクトリア湖
01570,ケニア
01571,ソマリア南部
01572,タンガニーカ湖
01573,タンザニア
01574,マダガスカル北西方
01575,アンゴラ
01576,ザンビア
01577,マラウイ
01578,ナミビア
01579,ボツワナ
01580,ジンバブエ
01581,モザンビーク
01582,モザンビーク海峡
01583,マダガスカル
01584,南アフリカ共和国
01585,レソト
01586,スワジランド
01587,南アフリカ沖
01588,オーストラリア北西方
01589,オーストラリア西方
01590,オーストラリア、ウェスタンオーストラリア
01591,オーストラリア、ノーザンテリトリー
01592,オーストラリア、サウスオーストラリア
01593,オーストラリア、カーペンタリア湾
01594,オーストラリア、クィーンズランド
01595,コーラル海
01596,ニューカレドニア北西方
01597,ニューカレドニア
01598,オーストラリア南西方
01599,オーストラリア南方沖
01600,オーストラリア南岸
01601,オーストラリア、ニューサウスウェールズ
01602,オーストラリア、ビクトリア
01603,オーストラリア南東岸
01604,オーストラリア東岸
01605,オーストラリア東方
01606,オーストラリア、ノーフォーク島
01607,ニュージーランド北西方
01608,オーストラリア、バス海峡
01609,オーストラリア、タスマニア
01610,オーストラリア南東方
01611,北太平洋
01612,ハワイ諸島
01613,ハワイ諸島
01614,ミクロネシア連邦
01615,マーシャル諸島
01616,マーシャル諸島
01617,マーシャル諸島
01618,キリバス、ギルバート諸島
01619,ジョンストン島
01620,キリバス、ライン諸島
01621,キリバス、パルミラ島
01622,キリバス、キリティマティ
01623,ツバル
01624,キリバス、フェニックス諸島
01625,トケラウ諸島
01626,クック諸島北部
01627,クック諸島
01628,ソシエテ諸島
01629,トゥブアイ諸島
01630,マルキーズ諸島
01631,トゥアモトウ諸島
01632,南太平洋
01633,ロモノソフ海嶺
01634,北極海
01635,グリーンランド（カラーリットヌナート）北岸
01636,グリーンランド（カラーリットヌナート）東部
01637,アイスランド
01638,アイスランド
01639,ヤンマイエン島
01640,グリーンランド海
01641,スバールバル北方
01642,ノルウェー海
01643,ノルウェー、スバールバル
01644,フランツヨーゼフランド北方
01645,ロシア、フランツヨーゼフランド
01646,ノルウェー北部
01647,バレンツ海
01648,ロシア、ノバヤゼムリャ
01649,カラ海
01650,ロシア、シベリア北西部沿岸
01651,セーベルナヤゼムリャ北方
01652,ロシア、セーベルナヤゼムリャ
01653,ロシア、シベリア北部沿岸
01654,セーベルナヤゼムリャ東方
01655,ラプテフ海
01656,ロシア、シベリア南東部
01657,ロシア東部／中国北東部国境
01658,中国北東部
01659,北朝鮮
01660,日本海
01661,ロシア、沿海地方
01662,ロシア、サハリン島
01663,オホーツク海
01664,中国南東部
01665,黄海
01666,中国南東部東方沖
01667,ノボシビルスク（ニューシベリアン）諸島北方
01668,ロシア、ノボシビルスク（ニューシベリアン）諸島
01669,東シベリア海
01670,ロシア、シベリア東部北岸
01671,ロシア、シベリア東部
01672,チュクチ海
01673,ベーリング海峡
01674,米国、セントローレンス島
01675,ボーフォート海
01676,米国、アラスカ北部
01677,カナダ、ユーコン準州北部
01678,カナダ、クイーンエリザベス諸島
01679,カナダ、ノースウェスト準州
01680,グリーンランド（カラーリットヌナート）西部
01681,バフィン湾
01682,カナダ、バフィン島
01683,中央太平洋南東部
01684,東太平洋海膨南部
01685,イースター島
01686,西チリ海膨
01687,チリ、ファンフェルナンデス群島
01688,ニュージーランド北島東方
01689,ニュージーランド、チャタム諸島
01690,チャタム諸島南方
01691,太平洋／南極海嶺
01692,太平洋南部
01693,中央太平洋東部
01694,東太平洋海嶺中部
01695,ガラパゴス諸島西方
01696,ガラパゴス諸島
01697,ガラパゴス諸島
01698,ガラパゴス諸島南西方
01699,ガラパゴス諸島南東方
01700,タスマニア南方
01701,マクオーリー島西方
01702,バレニー諸島
01703,インド、アンダマン諸島
01704,インド、ニコバル諸島
01705,インドネシア、スマトラ北部西方沖
01706,インドネシア、スマトラ北部
01707,マレー半島
01708,タイ湾
01709,アフガニスタン
01710,パキスタン
01711,カシミール南西部
01712,インド／パキスタン国境
01713,カザフスタン中部
01714,ウズベキスタン
01715,タジキスタン
01716,キルギス
01717,アフガニスタン／タジキスタン国境
01718,アフガニスタン、ヒンドゥークシ
01719,タジキスタン／シンチアンウイグル自治区（中国）境
01720,カシミール北西部
01721,フィンランド
01722,ノルウェー／ムルマンスク（ロシア）境
01723,フィンランド／カレリア共和国（ロシア）境
01724,バルト諸国／ベラルーシ／ロシア北西部
01725,ロシア、シベリア北西部
01726,ロシア、シベリア北・中部
01727,南極、ビクトリアランド
01728,ロス海
01729,南極大陸
01730,東太平洋海膨北部
01731,ホンジュラス北方
01732,サウスサンドウィッチ諸島東方
01733,タイ
01734,ラオス
01735,カンボジア
01736,ベトナム
01737,トンキン湾
01738,レイキャネス海嶺
01739,アゾレス／セントビンセント岬海嶺
01740,オーエン断裂帯
01741,インド洋三重会合点
01742,インド／南極海嶺西部
01743,西サハラ
01744,モーリタニア
01745,マリ
01746,セネガル／ガンビア
01747,ギニア
01748,シエラレオネ
01749,リベリア
01750,コートジボワール
01751,ブルキナファソ
01752,ガーナ
01753,ベナン／トーゴ
01754,ニジェール
01755,ナイジェリア
01756,イースター島南東方
01757,ガラパゴス三重会合点
